0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0.0,0.0,0.03378347,0.0,0.0,0.033788804,0.033781394,0.03378347,0.0,0.03378212,0.0,0.0,0.0,0.03378347,0.0,0.033783134,0.0,0.0,0.0,0.03378347,0.0,0.03378347,0.03378347,0.0,0.03378347,0.0,0.0,0.0,0.03378347,0.033781413,0.03378347,0.03378347,0.03378347,0.0,0.03378347,0.0,0.0,0.0,0.033788707,0.0,0.03378347,0.03378295,0.0,0.0,0.033787426,0.0,0.0,0.0,0.0,0.0,0.03378347,0.033781413,0.0,0.0,0.03378347,0.033784144,0.03378807,0.0,0.03378339,0.0,0.0,0.03378347,0.0,0.0,0.03378347,0.03378347,0.0,0.0,0.03378347,0.03378347,0.0,0.0,0.03378347,0.0
0.0337813,0.0,0.0337813,0.0,0.0,0.033807993,0.0,0.0337813,0.0,0.033779953,0.0,0.033781033,0.0337813,0.0337813,0.0,0.0,0.03377939,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033779364,0.0,0.033779245,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.033780787,0.033781543,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.03377924,0.0,0.0,0.0337813,0.033784695,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.033779588,0.0,0.0,0.0,0.033781182,0.0,0.0
0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.033779226,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.033779413,0.033780966,0.03377939,0.0,0.0,0.0,0.033809163,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.033779364,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033780787,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.03379518,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.033804327,0.0337813,0.033781223,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.033779588,0.0,0.0337813,0.0,0.0,0.0,0.0
0.033782214,0.033782214,0.033782214,0.0,0.0,0.033808906,0.033771846,0.0,0.0,0.03377547,0.033782214,0.0,0.0,0.033782214,0.0,0.0,0.033772655,0.033782214,0.033782214,0.033782214,0.0,0.033782214,0.033782214,0.0,0.0,0.033785067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.033782214,0.0,0.0,0.033796094,0.033782214,0.0,0.0,0.0,0.0,0.033785604,0.0,0.0,0.0,0.0,0.0,0.033782214,0.0,0.0,0.033782214,0.0,0.033782214,0.0,0.033782214,0.033782214,0.033784408,0.0,0.033782214,0.033782214
0.0,0.03378149,0.03378149,0.0,0.03378149,0.03380694,0.0,0.03378149,0.0,0.0,0.0,0.0,0.0,0.0,0.033779606,0.0,0.03377958,0.03378149,0.03378149,0.0,0.03380811,0.03378149,0.0,0.0,0.0,0.033783104,0.03378149,0.033779558,0.0,0.0,0.0,0.0,0.03378149,0.0,0.03378149,0.0,0.03378089,0.03378158,0.0,0.0,0.0,0.0,0.033781536,0.03378149,0.0,0.0,0.03378149,0.033808287,0.0,0.0,0.03378149,0.0,0.0,0.0,0.0,0.0,0.033803277,0.03378149,0.033781413,0.03378149,0.0,0.0,0.03378149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033782445,0.033781372,0.03378149,0.03378149
0.0,0.0337813,0.0,0.0337813,0.0337813,0.033807993,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.03377939,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.03378174,0.0,0.0337813,0.0337813,0.0,0.033781543,0.0337813,0.033801094,0.0,0.0,0.03380934,0.0337813,0.03379518,0.0,0.03377924,0.0,0.0337813,0.0,0.033784695,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0337813,0.0337813,0.0337813,0.033779588,0.0,0.0337813,0.0,0.033781182,0.0,0.0337813
0.03378347,0.03378347,0.0,0.03378347,0.0,0.0,0.033781394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03378347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03378347,0.0,0.03378347,0.0,0.03378287,0.0,0.0,0.0,0.0,0.03378295,0.033783518,0.03378347,0.0,0.0,0.03378347,0.033789076,0.03378347,0.033786245,0.0,0.0,0.0,0.03378347,0.0,0.033784144,0.0,0.03378347,0.0,0.03378347,0.03378347,0.03378347,0.0,0.03378347,0.0,0.0,0.03378347,0.0,0.0,0.0,0.0,0.03378335,0.0,0.03378347
0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033779953,0.0337813,0.033781033,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.033809163,0.0337813,0.0,0.0337813,0.0,0.03378416,0.0337813,0.0,0.0,0.033779245,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.03378174,0.0338075,0.0337813,0.0,0.033780787,0.033781543,0.0,0.033801094,0.0,0.0,0.03380934,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0
0.0,0.0,0.0337813,0.0,0.0,0.0,0.033779226,0.0,0.033807218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.033809163,0.0,0.0,0.0,0.0337813,0.03378416,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0337807,0.0,0.0,0.0,0.0,0.0,0.033781543,0.0,0.033801094,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.033784695,0.0,0.0,0.033781223,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337835,0.0,0.0337813,0.0
0.0,0.0,0.0,0.03378347,0.0,0.033788804,0.033781394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033783134,0.0,0.0,0.0,0.03378347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781532,0.03378347,0.0,0.0,0.03378347,0.0,0.0,0.03378347,0.0,0.03378287,0.0,0.033788707,0.0,0.03378347,0.0,0.0,0.0,0.033787426,0.0,0.03378347,0.0,0.03378347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03378347,0.0,0.03378347,0.03378347,0.0,0.0,0.03378347,0.0,0.03378347,0.03378347,0.033781756,0.03378347,0.0,0.033783905,0.03378335,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.033807993,0.0,0.0,0.033807218,0.033779953,0.0337813,0.033781033,0.0,0.0,0.0,0.0,0.03377939,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.033779364,0.0,0.033779245,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.033780787,0.0,0.0337813,0.033801094,0.0,0.0,0.03380934,0.0,0.03379518,0.0337813,0.0,0.0337813,0.0337813,0.0,0.033784695,0.0,0.0337813,0.033781223,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.033781182,0.0337813,0.0
0.0,0.0,0.03378347,0.0,0.03378347,0.0,0.0,0.0,0.033788648,0.0,0.0,0.0,0.0,0.03378347,0.03378158,0.0,0.0,0.03378347,0.0,0.03378347,0.0,0.03378347,0.0,0.0,0.0,0.03378404,0.03378347,0.0,0.0,0.033781413,0.0,0.03378347,0.0,0.0,0.0,0.0,0.03378287,0.033783555,0.033788707,0.03378347,0.0,0.0,0.033783518,0.03378347,0.0,0.03378347,0.03378347,0.0,0.0,0.0,0.03378347,0.033781413,0.0,0.0,0.0,0.0,0.0,0.0,0.03378339,0.0,0.0,0.03378347,0.03378347,0.03378347,0.03378347,0.0,0.0,0.033781756,0.0,0.0,0.0,0.0,0.0,0.03378347
0.0337813,0.0,0.0,0.0,0.0,0.033807993,0.0,0.0,0.0,0.033779953,0.0,0.033781033,0.0,0.0,0.033779413,0.033780966,0.0,0.0,0.0337813,0.0,0.033809163,0.0,0.0,0.0337813,0.0,0.03378416,0.0,0.033779364,0.0,0.033779245,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.033801094,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033804327,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0337813,0.0337813,0.0,0.033779588,0.0337813,0.0,0.0,0.0,0.0337813,0.0
0.0,0.0,0.0,0.033782214,0.0,0.033808906,0.033771846,0.0,0.0,0.03377547,0.0,0.0,0.0,0.0,0.0,0.033780538,0.0,0.0,0.0,0.0,0.03381007,0.0,0.033782214,0.033782214,0.033782214,0.0,0.0,0.0,0.0,0.03377194,0.033782214,0.0,0.033782214,0.033782214,0.0,0.033782214,0.033779215,0.0,0.0,0.0,0.0,0.0,0.0,0.033782214,0.03380201,0.0,0.033782214,0.033810254,0.033782214,0.0,0.0,0.03377193,0.033782214,0.033782214,0.033782214,0.0,0.0,0.033782214,0.03378183,0.0,0.033782214,0.0,0.0,0.0,0.0,0.033782214,0.033782214,0.033773657,0.033782214,0.0,0.033784408,0.0,0.0,0.033782214
0.0,0.0337813,0.0,0.0337813,0.0337813,0.033807993,0.033779226,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.033780966,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0337807,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.03380934,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.033779588,0.0337813,0.0,0.0337835,0.033781182,0.0337813,0.0337813
0.0337813,0.0,0.0,0.0,0.0,0.0,0.033779226,0.0,0.033807218,0.033779953,0.0,0.033781033,0.0337813,0.0337813,0.033779413,0.0,0.0,0.0337813,0.0,0.0337813,0.033809163,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.033780787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.03377924,0.0,0.0,0.0337813,0.0,0.033804327,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0337813
0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.033779226,0.0337813,0.0,0.0,0.0337813,0.033781033,0.0,0.0,0.033779413,0.0,0.0,0.0337813,0.0,0.0,0.033809163,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337807,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.033784695,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0337835,0.0,0.0,0.0
0.0,0.033783164,0.0,0.0,0.033783164,0.0,0.03378109,0.0,0.0,0.033781815,0.033783164,0.033782896,0.033783164,0.0,0.033781275,0.03378283,0.0,0.0,0.0,0.0,0.0,0.0,0.033783164,0.033783164,0.033783164,0.0,0.033783164,0.03378123,0.033783164,0.03378111,0.0,0.033783164,0.033783164,0.033783164,0.0,0.0,0.033782564,0.0,0.0,0.0,0.033783164,0.03378265,0.033783212,0.033783164,0.0,0.033783164,0.033783164,0.0,0.0,0.0,0.033783164,0.033781108,0.0,0.033783164,0.033783164,0.0,0.0,0.0,0.03378309,0.033783164,0.033783164,0.033783164,0.0,0.033783164,0.033783164,0.0,0.0,0.0,0.0,0.033783164,0.0,0.0,0.0,0.0
0.0,0.03378347,0.0,0.0,0.03378347,0.0,0.0,0.0,0.033788648,0.0,0.03378347,0.0337832,0.03378347,0.0,0.0,0.0,0.03378156,0.0,0.03378347,0.03378347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03378347,0.0,0.03378347,0.03378347,0.03378347,0.0,0.03378287,0.0,0.0,0.0,0.0,0.0,0.0,0.03378347,0.033787426,0.03378347,0.03378347,0.033789076,0.03378347,0.0,0.03378347,0.033781413,0.0,0.0,0.03378347,0.0,0.0,0.03378347,0.03378339,0.03378347,0.0,0.0,0.0,0.03378347,0.0,0.0,0.0,0.033781756,0.03378347,0.0,0.033783905,0.0,0.0,0.0
0.0337813,0.0,0.0,0.0337813,0.0337813,0.033807993,0.033779226,0.0337813,0.033807218,0.033779953,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0337807,0.03378174,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.03379518,0.0337813,0.03377924,0.0337813,0.0,0.0,0.033784695,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337835,0.0,0.0337813,0.0337813
0.0,0.0,0.0,0.033781607,0.033781607,0.0,0.0,0.033781607,0.033807524,0.0,0.033781607,0.0,0.0,0.0,0.0,0.0,0.033777755,0.033781607,0.0,0.0,0.033809464,0.033781607,0.0,0.0,0.033781607,0.033784464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781607,0.0,0.0,0.0,0.0,0.033807807,0.033781607,0.0,0.033779148,0.0,0.033781607,0.0338014,0.033781607,0.0,0.0,0.033781607,0.0,0.0,0.03377761,0.0,0.0,0.0,0.0,0.033804633,0.033781607,0.033781223,0.033781607,0.033781607,0.033781607,0.0,0.0,0.033781607,0.033781607,0.033781607,0.033777956,0.033781607,0.033781607,0.0,0.0,0.033781607,0.033781607
0.0337813,0.0,0.0337813,0.0337813,0.0,0.033807993,0.0,0.0337813,0.0,0.033779953,0.0,0.0,0.0337813,0.0,0.0,0.033780966,0.0,0.0,0.0337813,0.0,0.033809163,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0337807,0.0,0.0338075,0.0337813,0.0,0.0,0.033781543,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0
0.0337813,0.0,0.0,0.0337813,0.0,0.033807993,0.033779226,0.0,0.033807218,0.0,0.0,0.033781033,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.033809163,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.033779364,0.0,0.033779245,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0337807,0.03378174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033804327,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.033781182,0.0337813,0.0337813
0.0,0.0,0.0,0.0,0.0,0.033807993,0.033779226,0.0,0.033807218,0.033779953,0.0337813,0.0,0.0,0.0337813,0.0,0.033780966,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.033779364,0.0337813,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337807,0.0,0.0338075,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033784695,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0337813,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0
0.0,0.0,0.0337813,0.0,0.0,0.033807993,0.033779226,0.0337813,0.0,0.0,0.0,0.033781033,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.033809163,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.033780787,0.033781543,0.0337813,0.0,0.0337813,0.0337813,0.03380934,0.0,0.03379518,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.033781223,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.033779588,0.0,0.0337813,0.0,0.0,0.0,0.0
0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.033781033,0.0,0.0,0.033779413,0.0,0.0,0.0,0.0337813,0.0,0.033809163,0.0,0.0,0.0,0.0337813,0.0,0.0,0.033779364,0.0337813,0.033779245,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.03378174,0.0,0.0,0.0,0.033780787,0.0,0.0,0.0,0.0337813,0.0,0.03380934,0.0,0.0,0.0337813,0.03377924,0.0337813,0.0,0.0337813,0.0,0.0,0.0337813,0.033781223,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.033779588,0.0337813,0.0337813,0.0,0.033781182,0.0,0.0337813
0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.033779226,0.0,0.0,0.0,0.0337813,0.033781033,0.0337813,0.0337813,0.033779413,0.033780966,0.03377939,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.03378174,0.0338075,0.0,0.0,0.033780787,0.0,0.0,0.0,0.0337813,0.0,0.03380934,0.0,0.03379518,0.0,0.0,0.0,0.0,0.0337813,0.033784695,0.033804327,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337835,0.0,0.0337813,0.0
0.0,0.0337813,0.0,0.0337813,0.0337813,0.033807993,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.03378416,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337807,0.0,0.0338075,0.0,0.0,0.033780787,0.033781543,0.0337813,0.0,0.0,0.0,0.0,0.0,0.03379518,0.0,0.0,0.0,0.0337813,0.0,0.0,0.033804327,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.033781182,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.033807218,0.033779953,0.0,0.033781033,0.0337813,0.0337813,0.033779413,0.0,0.03377939,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.03378416,0.0,0.033779364,0.0,0.033779245,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0338075,0.0337813,0.0337813,0.0,0.0,0.0337813,0.033801094,0.0,0.0337813,0.03380934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033784695,0.033804327,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.033781182,0.0337813,0.0337813
0.0,0.033782214,0.033782214,0.033782214,0.0,0.0,0.033771846,0.0,0.03380813,0.0,0.0,0.0,0.033782214,0.0,0.03377279,0.0,0.0,0.0,0.033782214,0.033782214,0.03381007,0.0,0.033782214,0.0,0.0,0.033785067,0.0,0.033772536,0.033782214,0.03377194,0.0,0.033782214,0.033782214,0.0,0.0,0.033782214,0.0,0.033782654,0.033808414,0.033782214,0.0,0.033779632,0.0,0.0,0.0,0.033782214,0.033782214,0.033810254,0.033782214,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.03380524,0.0,0.03378183,0.0,0.033782214,0.033782214,0.033782214,0.033782214,0.0,0.0,0.0,0.0,0.0,0.033782214,0.033784408,0.0,0.033782214,0.0
0.0,0.0,0.0337813,0.0,0.0337813,0.033807993,0.033779226,0.0,0.0,0.033779953,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.03377939,0.0,0.0,0.0,0.033809163,0.0,0.0,0.0,0.0,0.0,0.0,0.033779364,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0337807,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.033801094,0.0337813,0.0337813,0.0,0.0337813,0.03379518,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.0337835,0.033781182,0.0337813,0.0
0.0337813,0.0337813,0.0,0.0337813,0.0337813,0.033807993,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.03377939,0.0,0.0,0.0337813,0.033809163,0.0337813,0.0,0.0,0.0,0.03378416,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.03378174,0.0,0.0,0.0,0.0,0.033781543,0.0,0.0,0.0,0.0,0.03380934,0.0,0.0,0.0337813,0.03377924,0.0337813,0.0,0.0337813,0.033784695,0.033804327,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0337835,0.033781182,0.0337813,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03378261,0.033797357,0.0,0.03378261,0.0,0.03378261,0.03378261,0.0,0.0,0.033780694,0.03378261,0.0,0.0,0.0,0.0,0.03378261,0.03378261,0.0,0.0,0.0,0.0,0.03378261,0.033780552,0.03378261,0.03378261,0.0,0.0,0.0,0.0,0.0,0.0,0.033797644,0.03378261,0.03378261,0.0,0.0,0.0,0.03379124,0.03378261,0.03378261,0.0,0.03378261,0.0,0.03378261,0.0,0.0,0.03378261,0.03378261,0.0,0.03379447,0.0,0.0,0.0,0.0,0.03378261,0.0,0.0,0.0,0.03378261,0.0,0.0,0.0,0.0,0.03378305,0.03378249,0.0,0.0
0.033781733,0.0,0.033781733,0.0,0.0,0.0,0.0,0.033781733,0.03380765,0.0,0.0,0.0,0.033781733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033809595,0.0,0.033781733,0.0,0.0,0.0,0.0,0.0,0.0,0.03377664,0.033781733,0.0,0.033781733,0.033781733,0.033781733,0.0,0.0,0.0,0.033807933,0.0,0.0,0.0,0.0,0.0,0.03380153,0.0,0.033781733,0.0,0.0,0.033795614,0.033781733,0.033776637,0.033781733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781733,0.0,0.033781733,0.0,0.0,0.033781733,0.033781733,0.03377698,0.033781733,0.0,0.0,0.0,0.033781733,0.0
0.0337813,0.0,0.0,0.0,0.0,0.0,0.033779226,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.033780966,0.03377939,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.033780787,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.03379518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.033781182,0.0,0.0
0.0,0.0337813,0.0337813,0.0,0.0337813,0.033807993,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.03378416,0.0,0.033779364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338075,0.0,0.0337813,0.033780787,0.0,0.0337813,0.033801094,0.0,0.0,0.0,0.0337813,0.03379518,0.0337813,0.03377924,0.0337813,0.0,0.0337813,0.033784695,0.033804327,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337835,0.033781182,0.0,0.0337813
